id;id_article;pays;fips;continent;sous_continent;localisation_fine;autres_pays_concernes;latitude;longitude;code_origine_alea;origine_alea;code_alea;alea;code_peril;peril;code_sous_peril;sous_peril;annee;mois;date_debut;date_fin;nbre_evacues;nbre_pers_affectees;nbre_blesses;nbre_victimes;nbre_sans_abris;indice_csq_humaines;indice_csq_materielles;indice_evt;cout_estime;titre_article;article
10335;16586;Algérie;AG;Afrique;Maghreb;;;36.17;6.72;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";011;"011 Crue";0112;"0112 Débordement torrentiel";2013;Sept.;2013-09-10;2013-09-10;0;0;0;0;0;0;1;1;0;"Crue torrentielles localisées dans le Nord de l'Algérie";"""De fortes pluies orageuses causé des inondations torrentielles dans le secteur de El Gourzi, dans la commune de Ouled Rahmoune. Les précipitations diluviennes, ont eu pour effet, une montée des eaux de l'oued qui traverse la région, lesquelles crues conjuguées à la vétusté du réseau d'assainissement ont causé beaucoup de dégâts, empêchant aussi les nombreux enfants de rejoindre leurs établissements scolaires et provoquant l'isolement de localités limitrophes, situées dans la commune voisine d'Ibn Ziad, à l'instar de celle de Khelfaoui.Source : Oran News"""
10316;16554;Algérie;AG;Afrique;Maghreb;;Tunisie;35.91;2.78;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";011;"011 Crue";0112;"0112 Débordement torrentiel";2013;Sept.;2013-09-05;2013-09-04;1000;0;0;7;0;3;2;3;0;"Des orages causent des inondations torrentielles en Algérie et en Tunisie : 7 morts";"""Déjà touchées par de forts oragesle week-end dernier, l'Algérie et la Tunisie ont de nouveau connu de violents orages qui ont causé des inondations torrentielles qui ont fait des dommages matériels et 7 victimes.En Tunisie, les fortes chutes de pluies qui se sont abattues ces dernières heures sur la plupart des régions, les unités de la protection civile ont multiplié les interventions dans plusieurs régions du pays comme Kébili, Bizerte et Mahdia, à la suite des inondations qui en ont résulté.La ville de Kébili située dans le Sud du pays a été particulièrement touchée, les pluies torrentielles ayant détruit de nombreux hectares de cultures de dattes, principale source de revenus des 20 000 habitants de la ville.De nombreuses maisons ont été inondées et les bénévoles de la protection civile ont effectué des centaines d'opérations de sauvetage. Une autre ville a été durement touchée par les pluies , Sers dans le nord du pays. Plus de 500 familles ont été évacuées dans le district voisin de El Marja, où de nombreuses rivières ont débordé.En Algérie, les autorités déplorent sept victimes en raison des mauvaises conditions météorologiques. Deux décès ont été signalés dans la ville de Sebt Ali, au sud de la capitale de la province de Médéa. En outre, 20 maisons ont été endommagées à Sedraya Wilaya.Source : El Watan, AP"""
10305;16535;Algérie;AG;Afrique;Maghreb;;;35.42;7.22;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";011;"011 Crue";0112;"0112 Débordement torrentiel";2013;Août;2013-08-31;2013-08-31;0;0;6;5;0;2;2;2;0;"De fortes pluies orageuses causent des inondations dans l'Est de l'Algérie";"""Cinq personnes ont trouvé la mort durant les dernières 24 heures suite à des inondations torrentielles causées par de violents orages l'Est de l'Algérie, en particulier dans les wilayas de Batna, Khenchela et Oum El Bouaghi.Dans la région de Batna, on a relevé 70 mm de pluies sous un orage violent, qui n'a pas fait de victime mais de nombreux routes alentours ont été coupées en raison des inondations. D'autres valeurs de pluies remarquables avec40 mm à Bizerte (Tunisie)35 mm à Jendouba et Beja (Tunisie)30 mm à Constantine (Algérie)25 mm à Annaba (Algérie)20 mm à TunisCes cumuls de pluies semblent peu important mais il faut tenir compte de la soudaineté et la violence des orages pour bien comprendre les nombreux dégâts survenus (routes coupées, centre-ville inondés).En haute-montagne en Kabylie, les cumuls ont été localement beaucoup plus importants avec des lame d'eau ayant atteint 100 mm en quelques heures.A Batna, le bilan fait état du décès d'une personne et de six autres blessées, âgées entre 14 et 53 ans, à bord de deux véhicules emportés par les crues de l’oued Cherouf dans la localité de Foum Toub.Les mêmes services ont réussi, durant la même période, à sauver quatre autres personnes âgées de un mois à 30 ans, après le dérapage de leur véhicule au lieudit Mezouala, dans la commune de Boumia. Des infiltrations d'eau de pluie et des inondations, ont été également signalées dans trente six (36) habitations dans les communes de Tilatou, de N’gaous et de Timgad.Dans la wilaya de Khenchela, les éléments de la Protection civile ont enregistré, durant la matinée de dimanche, la mort de deux enfants au lieu dit Chir Melih, commune de Taouzient, qui étaient portés disparus depuis samedi, tandis qu’une fille qui était à bord d’un véhicule emporté par les crues, est décédée dans la localité de Bouhmama.Ces fortes précipitations qui ont notamment touché les communes de M’tousa, Baghai, Khenchela, Remila et Kais, ont occasionné des dégâts importants à plus de 300 habitations où 19 familles, 80 personnes en tout, ont été acheminées vers des endroits sécurisés à M’tousa, alors que 50 autres, isolées par les inondations, ont été secourues.La Protection civile a mobilisé pour les secours, 80 agents dotés de 10 ambulances et 15 camions. Les fortes pluies enregistrées depuis samedi à Oum El Bouaghi, ont provoqué d’importants dégâts dans la commune d’Oued Nini (47 km à l’est d’Oum El Bouaghi), où des récoltes céréalières et des hangars d’aviculture, ont été affectés.Une fillette s’est noyée dans une mare d’eau près d’Ain M'lila. La Protection civile a également secouru un troupeau de 30 têtes ovines dans les environs de F’kirina.La Protection civile est venue au secours, durant les dernières 24 heures, à une centaine de personnes dans les communes F’kirina, Beriche, Meskiana, Ouled Hamla et Ouled Zouai.Source : El Watan"""
10163;16363;Algérie;AG;Afrique;Maghreb;;;36.74;4.14;Clim;Climatique;06;"06 Incendies de forêt";;;;;2013;Août;2013-08-01;2013-08-03;0;0;0;0;0;0;2;2;0;"Incendies de forêt en Algérie : 125 ha brûlés";"""Selon un communiqué rendu public par la direction locale de la protection civile, 51 départs de feu et 9 incendies ayant ravagé 125 hectares de couvert végétal ont été enregistrés entre le 1er et le 3 août, soit en trois jours seulement.Au total, 1 550 arbres fruitiers, en majorité des oliviers, ont été détruits par ces incendies, dont les plus importants ont été signalés à Ighil Bouchène, dans la commune d'Ait Aissa Mimoune, à une dizaine de kilomètres à l'est de Tizi Ouzou, et à Takhoukht, dans la région des Ouadhias, à une quarantaine de kilomètres au sud-est de la ville de Tizi Ouzou. Selon le communiqué de la protection civile, trois femmes sous le choc, suite à l'incendie d'Ait Aissa Mimoune, ont été évacuées vers la polyclinique de Ouaguenoun.Source : ATS"""
10098;16278;Algérie;AG;Afrique;Maghreb;;;36.54;3.03;Geo;Géologique;03;"03 Séismes";031;"031 Séismes tectoniques";;;2013;Juill.;2013-07-17;2013-07-17;0;0;24;0;0;2;2;2;0;"Séisme de Mw 5.1 au Sud d'Alger : 24 blessés";"""Vingt-quatre personnes ont été blessées près d'Alger lors d'un séisme d'une magnitude de 5,1 sur l'échelle ouverte de Richter. On déplore 24 blessés et des dommages matériels.Les victimes souffrent principalement de fractures ou d'entorses suite à des mouvements de paniques provoqués par la secousse.L'épicentre de cette secousse, qui s'est produite à 4 heures, a été localisé à Hammam Melouane, à quelque 40 km au sud d'Alger, selon le Centre algérien de recherche en astronomie, astrophysique et géophysique (CRAAG).Ce tremblement de terre a endommagé plusieurs habitations, provoquant un mouvement de peur et de panique allant jusqu'au département voisin de Blida et dans le centre d'Alger, selon des témoins.L'Algérie, en particulier le Nord méditerranéen, est régulièrement touchée par des séismes. Il y a dix ans, le 21 mai 2003, un tremblement de terre à Boumerdès, ville côtière à une cinquantaine de kilomètres à l'est d'Alger, avait fait près de 3.000 morts et 10.000 blessés.Localisation de l'événementSource : CRAAG, AP"""
254;15879;Algérie;AG;Afrique;Maghreb;;Tunisie;36.72;2.92;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";012;"012 Ruissellement";0122;"0122 Ruissellement urbain";2013;Mai;2013-05-21;2013-05-22;0;0;0;1;0;2;2;2;0;"Inondations et vents violents en Algérie et en Tunisie";"""De fortes pluies orageuses se sont abattues en s’accentuant en fin de journée et ont occasionné des dégâts et des perturbations importantes dans la région d'Alger tandis que la Tunisie a été balayée par des vents violents.  Des témoignages font part de l’écroulement d’un pont du côté du Frais Vallon à Alger. Des dizaines de véhicules auraient été par ailleurs entraînés par les eaux à Triolet et Bab El Oued où des scènes comparables à celles vécues lors des inondations de 2001 sont décrites pas les citoyens. La Protection civile, dont les services semblent avoir été surpris par l’ampleur des précipitations, était incapable de nous fournir un bilan en début de soirée.  Un décès a été rapporté dans la commune de Mizrana, à une trentaine de kilomètres au nord de Tizi Ouzou. Il s’agit d'un homme âgé de 28 ans, qui a été emporté par les eaux pluviales.     En Tunisie, se sont des vents violents qui ont causé des dommages. Un palmier est tombé sur une voiture dans la ville de Gabes. Cet accident n’a pas occasionné de victime physique. Plusieurs autres incidents de ce type ont été rapportés à l’Ariana et Ezzahra. L’Institut National de Météorologie fait état de vents de secteur ouest pouvant atteindre 100 km/h."""
251;15860;Algérie;AG;Afrique;Maghreb;;;36.84;5.16;Geo;Géologique;03;"03 Séismes";031;"031 Séismes tectoniques";;;2013;Mai;2013-05-19;2013-05-19;0;0;5;0;0;1;1;1;0;"Un séisme de Mw 5.5 fait 5 blessés et quelques dégâts dans le Nord de l'Algérie";"""Cinq personnes ont été blessées lors d'un séisme d'une magnitude de 5,5 sur l'échelle de Richter qui s'est produit dans la région de Béjaïa, à 250 km à l'est d'Alger. L'épicentre de cette secousse, ressentie à 10H07 (09H07 GMT), a été localisé en mer à 20 km au nord-est de Béjaïa, selon le Centre algérien de recherche en astronomie, astrophysique et géophysique (CRAAG). Les victimes souffrent principalement de poly-traumatismes. Parmi les blessés figurent deux ouvriers, tombés d'un échafaudage au moment de la secousse, et une troisième personne, prise de panique, qui a sauté par la fenêtre. Les opérations de prospection engagées pour évaluer les dégâts ne faisaient état que de fissurations et de fragilisation de quelques habitations. Le 3 mai, une secousse tellurique avait endommagé plusieurs bâtisses autour de Mostaganem (ouest), sans faire de victime. L'Algérie, en particulier le Nord méditerranéen, est régulièrement touchée par des séismes. Il y a dix ans, le 21 mai 2003, un tremblement de terre à Boumerdès, ville côtière à une cinquantaine de kilomètres à l'est d'Alger, avait fait près de 3.000 morts et 10.000 blessés."""
239;15849;Algérie;AG;Afrique;Maghreb;;;36.79;3.04;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";012;"012 Ruissellement";0122;"0122 Ruissellement urbain";2013;Mai;2013-05-15;2013-05-15;0;0;2;2;0;2;1;2;0;"De fortes pluies causent des inondations dans le Nord de l'Algérie";"""Les fortes pluies qui se sont abattues sur Alger ainsi que plusieurs villes du nord de l'Algérie ont fait 2 morts et occasionné des matériels considérables. Ainsi, deux personnes sont mortes suite à l'effondrement d'une habitation précaire, causé par un glissement de terrain à Bologhine, au lieudit Noureddine-Rabah. Deux autres personnes blessées ont pu être, par ailleurs, sauvées par les pompiers.  Des centaines de cités et quartiers, de villages et de douars et une dizaine de wilayas ont été isolés en raison de pluies orageuses.  À Alger, la capitale, des bouchons monstres se sont formés en raison de nombreuses routes coupées par des inondations.  A Ras Beïda, Remali, Takbou, Beziouèche, Dekhla et Chlaalaâ, où des dizaines de caves d'immeubles, mais également des habitations individuelles ont été complètement inondées, notamment en zone rurale où plusieurs habitations ont été cernées par les eaux.  Plusieurs habitations situées dans la commune d'El Abadia (Aïn Defla) ont été inondées par les eaux suite aux pluies torrentielles qui se sont abattues sur la région. Plus de 18 habitations se trouvant à la Cité communale et sept autres faisant partie des cités Aâouameur et Yaâcoubi ont été inondées par les eaux rendant nécessaire l'intervention des agents de la Protection civile durant près de cinq heures"""
112;15785;Algérie;AG;Afrique;Maghreb;;;35.72;-0.10;Geo;Géologique;03;"03 Séismes";031;"031 Séismes tectoniques";;;2013;Mai;2013-05-02;2013-05-02;0;0;17;0;0;2;1;2;0;"Un séisme modéré de Mw 4.7 fait 17 blessés dans l'Ouest de l'Algérie";"""Une secousse tellurique de magnitude modérée de 4,7 sur l'échelle de Richter a endommagé jeudi plusieurs bâtisses autour de Mostaganem, ville côtière de l'ouest de l'Algérie, faisant 17 blessés.  La secousse, intervenue vers 21 heures heure française, a endommagé les bâtiments de cette ville et provoqué un mouvement de panique chez les habitants des régions proches de l'épicentre de la secousse.  L'épicentre a été localisé à 6 km au sud-ouest de Mostaganem, à quelque 360 km à l'ouest d'Alger, selon le Centre de recherche en astronomie, astrophysique et géophysique (CRAAG).  L'Algérie, en particulier le nord méditerranéen, est régulièrement touchée par des séismes. Le pays se situe sur une plaque tectonique d'une grande partie du bassin méditerranéen où une accumulation d'énergies viennent à céder brutalement.  Le 21 mai 2003, un tremblement de terre à Boumerdès, ville côtière à une cinquantaine de kilomètres à l'est d'Alger, avait fait près de 3.000 morts et 10.000 blessés.  La ville de Chlef (anciennement Orléanville puis baptisée El-Asnam), à quelque 200 km au sud-ouest d'Alger, a vécu deux importants tremblements de terre. Le premier, en septembre 1954, avait fait 1.340 morts et 5.000 blessés et le second, le 10 octobre 1980, a détruit la ville à 80% et tué 3.000 habitants. C'est alors qu'El-Asnam avait été rebaptisée Chlef."""
3485;15299;Algérie;AG;Afrique;Maghreb;;;36.56;4.31;Met;Météorologique;15;"15 Intempéries";153;"153 Intempéries neigeuses";;;2013;Fév.;2013-02-01;2013-02-03;0;0;64;20;0;3;1;3;0;"Le Nord et l'Est de l'Algérie frappés par de fortes intempéries";"""Des pluies diluviennes, suivies de fortes chutes de neiges se sont fortement abattues sur plusieurs régions du Nord et de l'Est de l'Algérie . Des routes inondées et coupées à la circulation, des toits de maisons effondrés, des accidents de la route mortels, etc., tel est tableau des dégâts des intempéries de ces dernières 24 heures.Le bilan le plus tragique a été dressé sur les routes où pas moins de 20 personnes ont trouvé la mort et 64 autres ont été blessées dans 21 accidents de la route survenus à travers plusieurs wilayas du pays. Par manque de vigilance, ces automobilistes ont adopté une conduite dangereuse sur une chaussée glissante et avec une visibilité presque nulle à cause des mauvaises conditions climatiques. Il est à signaler également que les pluies ont provoqué l’effondrement d’un immeuble vétuste dans la vieille ville d’Annaba. Fort heureusement, aucun décès n’a été déploré et les services de la Protection Civile n’ont compté que 5 personnes blessées à secourir.Par ailleurs, les averses ont grandement perturbé la circulation routière à travers au moins 11 wilayas du pays. La Gendarmerie Nationale a indiqué dimanche soir que plusieurs routes ont été coupées à la circulation suite aux dernières intempéries. Dans la wilaya de Tizi-Ouzou, on a même déploré l’effondrement d’un pont. Ce qui a occasionné la coupure du chemin de wilaya reliant la RN 25 à la commune de Boghni à hauteur de Zerouda (Tirmitine), de même que la RN 15 Tizi-Ouzou-Bouira au col de Tirourda (Iferhounène). Dans la même wilaya, le CW 253 entre Iferhounène et Akbou (Bejaia), est coupé à la circulation automobile au col de Chelata (Iloula-Oumalou), suite à l’amoncellement de la neige. Dans la wilaya de Mascara, la RN reliant Chorfa à Ain Adden (Sidi Bel Abbes), est fermé à la circulation à hauteur du pont Tichatouine, au village Rehailia, suite à l’inondation de la chaussée, alors que l’amoncellement de la neige à la wilaya de Jijel a rendu la RN 105, reliant cette wilaya à celle de Mila impraticable à hauteur de la mechta Fdoules (Jimla). Dans la wilaya de Mascara, la RN reliant Chorfa à Ain Adden (Sidi Bel Abbes), est fermé à la circulation à hauteur du pont Tichatouine, au village Rehailia, suite à l’inondation de la chaussée, alors que l’amoncellement de la neige à la wilaya de Jijel a rendu la RN 105, reliant cette wilaya à celle de Mila impraticable à hauteur de la mechta Fdoules (Jimla).Face à l’offensive de la neige, les autorités des wilayas touchées ont mobilisé les moyens pour épargner aux populations les contrecoups de la subite dégradation du temps.Pour la deuxième journée consécutive, l’aéroport du 8-Mai 1945 de Sétif, où l’épaisseur de la couche de la poudreuse a atteint une quinzaine de centimètres, a été paralysé et huit vols ont été annulés et les passagers pénalisés.À Jijel, les fortes chutes de pluie et de neige qui se sont abattues sur la wilaya ont causé d’importantes perturbations du trafic dans plusieurs axes routiers de la wilaya.Le chemin de wilaya 137, reliant Ziama Mansouriah à Irraguene, a été coupé au niveau de la région de Bir Ghezala, la route reliant les communes de Sidi-Maârouf et Ouled Rabeh a été également coupée à Boutouil.La circulation demeure très difficile dans des routes reliant la commune de Chekfa à Bordj T’har, Ouled Asker à Chahna, Machta Mayda et Indlou à Ghebala et les routes reliant Texenna à Selma et cette dernière à Irraguene.La RN106, reliant Bordj Bou-Arréridj à Béjaïa, est fermée dans la commune de Theniet Nasr et Medjana, la RN103 reliant Bordj Bou-Arréridj à Sétif est bloquée entre Khelil et Bir Kasdali et la RN76 reliant Bordj Bou-Arréridj à Sétif fermée au niveau de la commune de Hasnaoua.Le trafic a fonctionné au ralenti à l’entrée des villes de Mansourah, Medjana et Theniet Nacer. Le CW43 entre El-Maien et Djaâfra, le CW44 entre Ouled Dahmane et Ouled Khelifa, le CW42 sud de Ghaïlassa et Tagueliait et le CW41 dans la commune de Bendaoaud ainsi que plusieurs axes communaux dans plusieurs localités de la région étaient impraticables dans la matinée d’hier.Deux faits dramatiques à Aïn Zaouia, à une quarantaine de kilomètres au sud de Tizi Ouzou. Un sexagénaire, qui souffrait de troubles mentaux, a été surpris par un incendie qui s’est propagé dans le local où il se chauffait, au village Ikadourène à la périphérie du chef-lieu. Selon des sources locales, il a subi de nombreuses brûlures sur son corps. En outre, une femme âgée d’une cinquantaine d’années, qui était seule à la maison, a fait une chute du grenier du 1er étage de son habitation. Son corps inerte a été découvert par sa famille. Une enquête a été ouverte pour déterminer les circonstances exactes de cette mort.Source : El Watan"""
9781;15020;Algérie;AG;Afrique;Maghreb;;;36.44;3.96;Met;Météorologique;15;"15 Intempéries";151;"151 Intempéries pluvieuses";;;2012;Déc.;2012-12-01;2012-12-02;0;0;52;5;0;2;1;2;0;"Intempéries dans le Nord de l'Algérie : 5 morts";"""Les intempéries qui sévissent depuis quelques jours dans le pays ont provoqué des dégâts humains et matériels importants, selon la Gendarmerie nationale. Cette dernière a recensé 25 accidents de la circulation routière survenus samedi et dans lesquels 5 personnes ont trouvé la mort et 52 autres ont été blessées à travers 16 wilayas du pays.<br><br>Ces accidents sont dus surtout au facteur humain mais aussi aux mauvaises conditions climatiques, ajoute la même source. Suite à de violentes intempéries et d'importantes chutes de neige dans les villes de l'intérieurs, d'énormes dégâts ont été enregistrés dans une dizaine de wilayas, dont Bouira, M'sila, Tizi Ouzou, Saïda, Mascara, El-Bayad, Batna, Sétif, Bordj Bou-Arréridj.<br><br>A Bouira, la neige a causé la fermeture de plusieurs axes routiers, dont la RN 15, reliant Bouira à Tizi Ouzou, au col de Tirourda, relevant de la commune d'Aghbalou, la RN 33, reliant Bouira à Tizi Ouzou, à hauteur de Tikjda, du côté d'El Asnam et le CW 24, reliant Bordj-Khriss à Sidi Aïssa (M'Sila), à hauteur du village Oueld Moussa. Selon un bilan rendu public, hier, par la Gendarmerie nationale, la neige a également fermé d'autres routes, dont la RN15, reliant Iferhounen à Bouira, à hauteur du col de Tirourda, la RN 30, reliant Iboudrarène à Tikjda à hauteur au col de Tizi N'Kouilène.<br><br>A Tizi Ouzou, les amoncellements de neige ont causé également la fermeture de plusieurs axes. A M'Sila, le CW 02, reliant Maadid à Ghilassa (Bordj Bou-Arréridj), est coupé à la circulation au niveau du village de Sidi Menceur, commune de Maadid, en raison de l'amoncellement de neige. A Tlemcen, la neige a provoqué aussi des dégâts au niveau de la RN 22, reliant cette ville à Naama, à hauteur de la zone Es-Sehab, commune de Terny Beni Hediel, et a provoqué la coupure du CW 104, reliant Honaine à Beni Khaled, à hauteur du village de Sidi Driss, commune de Beni Khaled.<br><br>Là aussi, le débordement de l'oued Bouaiche a causé des inondations contraignant les automobilistes à effectuer de grands détours. Quant à Saïda, l'effondrement du pont El Kahla et du pont Oued Melouk ont contraint les autorités locales à fermer la RN 94, reliant Youb à Telagh (Sidi Bel-Abbès et le CW 36, reliant Hounet à Sidi Boubekeur, à hauteur du village Ouled Melouk.<br><br>Egalement à Mascara, l'inondation de la chaussée a provoqué de graves désagréments aux populations et aux automobilistes sur la RN 97, reliant Chorfa à Aïn Aden (Sidi Bel-Abbès), à hauteur du pont Tichatouine, où les eaux ont formé de grandes flaques. Par ailleurs, à El Bayadh, le débordement de l'oued El Gharbi a aussi fermé la RN 6, reliant Labiodh Sidi-Cheikh à Béchar à hauteur de l'oued El Gharbi.<br><br>Aux Aurès, à Batna, la neige a aussi provoqué des dégâts sur la RN 87, reliant Batna à Biskra, au lieu-dit Theniet El-Ressas, alors que le CW 54, reliant Arris à Theniet El-Abed, au lieu-dit Theniet El-Baani, commune de Theniet El-Abed est également fermé à la circulation à cause des amoncellements de neige. Quant à la capitale des Hauts-Plateaux, la neige a fermé deux chemins à la circulation. Il s'agit du CW 10,<br><br>reliant la RN 28 à Ouled Tebben, au lieu-dit El Dania, et le CW 10, reliant Ouled Tebben à Berhoum (M'Sila), au lieu-dit Arouza. Toujours à Sétif, la neige a forcé les autorités à fermer le CW 42, reliant Taglait à Bordj-Ghdir, au lieu-dit Mechta Es-Sara, relevant de la wilaya de Bordj Bou-Arréridj."""
9722;15005;Algérie;AG;Afrique;Maghreb;;;36.84;5.42;Geo;Géologique;03;"03 Séismes";031;"031 Séismes tectoniques";;;2012;Nov.;2012-11-29;2012-11-29;0;0;15;0;0;2;1;2;0;"Séismes modérés dans le secteur de Béjaia en Algérie : 15 blessés";"""Deux séismes d’une magnitude de 5,1 et 4,5 sur l’échelle ouverte de Richter ont ébranlé la partie est de la wilaya de Béjaïa dans la nuit. Le premier a fait 15 blessés à Béjaïa‑Ville.<br><br>Un premier bilan donné par la Chaîne 3 de la Radio nationale faisait état de 15 blessés. Ces personnes ont été blessées pour la plupart suite à l’effondrement des plafonds de leurs appartements, a précisé la Protection civile à l’APS. Il s’est produit à 0 h 15 à 9 km au nord‑est de Béjaïa, selon le Centre de recherche en astronomie astrophysique et géophysique (Craag).<br><br>La secousse a suscité une forte panique parmi les habitants de la ville de Béjaïa. Des milliers de familles ont quitté précipitamment leurs domiciles pour aller s’installer avec des moyens de fortune dans les rues et les parkings. Beaucoup, malgré le froid et le temps légèrement pluvieux, ont dû y rester jusqu’à une heure tardive de la nuit, selon l’APS. <br>&nbsp;<br>Le second séisme, de magnitude 4,5 degrés sur l'échelle de Richter, a ébranlé à la région de Béjaïa à 23 h 50. Selon le Centre méditerranéen de sismologie, ce deuxième tremblement de terre a été localisé à 18 km au nord‑est de la ville de Béjaïa .<br><br>Ces secousses s'inscrivent dans une activité normale pour la région. Le nord de l’Algérie est situé dans une zone géologique mobile, soumise aux déformations de raccourcissement induit par le rapprochement avec la plaque européenne."""
9061;14881;Algérie;AG;Afrique;Maghreb;;;36.71;3.08;Geo;Géologique;02;"02 Mouvements de terrain";021;"021 Glissement de terrain";;;2012;Oct.;2012-10-28;2012-10-28;0;0;1;1;0;2;1;2;0;"Glissement de terrain à Alger : un mort";"""Une femme a trouvé la mort et une autre a été blessée dans la cité &quot;Fellah&quot; dans la commune de Maqaria Daïra d'Hussein Dey (Alger), dans un glissement de terrain provoqué par les fortes pluies tombées depuis 24 h. Celles-ci ont provoqué l'effondrement de leur habitation construite au bord d'un Oued.<br><br>La femme décédée a été évacuée par les citoyens avant l'arrivée des éléments de la protection civile, précisant que les fortes pluies ont provoqué l'effondrement de trois autres habitations précaires dans le même endroit.<br><br>L'opération d'évacuation des habitants se poursuit toujours avec la persistance du risque de glissement de terrain, a indiqué le même responsable.<br><br>Les services de la protection civile ont également procédé au pompage des eaux pluviales qui ont envahi les caves de plusieurs immeubles dans les communes d'El Harrach, Baraki, Bab Ezzouar, et Bab El Oued."""
9538;14606;Algérie;AG;Afrique;Maghreb;;;35.27;8.40;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";012;"012 Ruissellement";0122;"0122 Ruissellement urbain";2012;Août;2012-08-30;2012-08-31;0;0;56;20;0;3;2;3;0;"Fortes pluies et inondations en Algérie : 20 morts";"""Au moins 20 personnes ont été tuées et 56 autres blessées dans les fortes précipitations qui ont frappé le territoire algérien pendant les dernières 48 heures.<br><br>Les provinces les plus touchées par les intempéries sont Tébessa (600 km à l'est d'Alger), Tlemcen (600 à l'ouest d'Alger) et M'sila (250 km au sud-est d'Alger), qui ont enregistré chacune un bilan de trois morts. En outre, dans la zone industrielle Ben Boulaiddans dans la province de Blida (50 km au sud-ouest d'Alger), 21 habitations précaires ont été inondées par les eaux pluviales.<br><br>Le personnel de la protection civile a effectué un total de 4019 interventions pour faire face aux infiltrations des eaux pluviales.<br><br>Depuis le 30 août, des pluies diluviennes se sont abattues dans une bonne partie du pays, la pluviométrie mesurée ayant atteint 59 mm dans certaines localités. Les pluies sont intervenues juste après la récente chaleur caniculaire.<br><br>En contraste avec la chaleur inhabituelle de cette année, l'Algérie a connu de fortes chutes de neige dans sa capitale en février dernier, un phénomène non enregistré depuis 2005."""
9066;14509;Algérie;AG;Afrique;Maghreb;;;35.41;7.10;Clim;Climatique;06;"06 Incendies de forêt";;;;;2012;Août;2012-08-05;2012-08-10;0;0;0;0;0;0;2;2;0;"Un incendie parcourt une centaine d'hectares dans le Nord de l'Algérie";"""Un incendie s'est déclaré dans les forêts de Bouhmama en Algérie, commune à 70 km à l’ouest de Khenchela, et a parcouru une centaine d'hectare.<br><br>Ce sinistre est considéré comme le plus important de la saison estivale, sinon celui des dernières années, au sein de cette région forestière.<br><br>Cet incendie, visible à des dizaines de kilomètres, aura mobilisé l'ensemble des agents des forêts, ainsi que les éléments de la Protection civile, appuyés par les colonnes mobiles et même les employés communaux. On s'attend également à recevoir des renforts des unités de la Protection civile stationnées dans les daïra et wilayas limitrophes, telles Tébessa et Batna."""
9360;14476;Algérie;AG;Afrique;Maghreb;;;36.28;7.95;Clim;Climatique;06;"06 Incendies de forêt";;;;;2012;Août;2012-08-02;2012-08-06;0;0;0;2;0;2;3;3;0;"Incendies de forêt en Algérie : 2 morts";"""Des feux de forêts dévastateurs ont détruit près de 250 ha de forêts et 477 ha de maquis en Algérie. Un de ces incendies a coûté la vie à un sapeur-pompier et à un agent forestier, en intervention dans lieu-dit Ourida, appartenant la wilaya de Souk Ahras.<br><br>En effet, durant la phase d’extinction, une des équipes a été surprise par l’expension rapide de l’incendie, attisé par des vents extrêmement violents. Ces deux personnes prises au piège n’ont pu se dégager à temps.<br><br>Outre les trois incendies de Souk Ahras, 29 autres ont été enregistrés dans les wilayas de Chlef, Béjaïa, Blida, Bouira, Tizi Ouzou, Jijel, Sétif, Skikda, Médéa avec des dégâts plus importants pour certaines villes; à Jijel (80 ha embrasés), Béjaïa (55 ha), Souk Ahras (33,5 ha) et Tizi Ouzou (21,5 ha).<br><br>En tout, 1.233 hectares de forêts ont été ravagés."""
8973;14274;Algérie;AG;Afrique;Maghreb;;;19.55;5.76;Hydro;Hydrologique;01;"01 Inondations et coulées de boue";011;"011 Crue";0112;"0112 Débordement torrentiel";2012;Juin;2012-06-28;2012-06-28;0;0;0;0;0;0;1;1;0;"Inondations torrentielles dans le Sud de l'Algérie";"""De fortes pluies ont causé des débordements d'Ouest dans le Sud de l'Algérie. Dans le village In Gheslane relevant de la commune de In Guezzam, distante de 450 km au sud du chef-lieu de la wilaya de Tamanrasset, des dommages matériels notable.<br><br>Pas moins de 25 familles nomades ont été ainsi touchées, une vingtaine de bouges détruits et plusieurs têtes de bétail emportées par les crues des oueds en furie.<br><br>Selon le chef de cabinet de la wilaya, le plan Orsec a été immédiatement déclenché et des aides alimentaires ont été acheminées vers le village affecté pour les distribuer aux sinistrés. Cette opération de solidarité enregistre également la distribution de 25 tentes d’une capacité de 10 places chacune, 250 couvertures et des ustensiles de cuisine."""
